neighbourhood,average_price($),latitude,longitude
Fairview,175.65116279069767,49.2617159,-123.1305807
Fairview,175.65116279069767,49.26567,-123.1211
Fairview,175.65116279069767,49.26523,-123.12232
Fairview,175.65116279069767,49.2662,-123.12388
Fairview,175.65116279069767,49.26616,-123.12985
Fairview,175.65116279069767,49.2637,-123.1264
Fairview,175.65116279069767,49.26671,-123.14494
Fairview,175.65116279069767,49.26285,-123.13288
Fairview,175.65116279069767,49.25829,-123.13743
Fairview,175.65116279069767,49.26167,-123.1161
Fairview,175.65116279069767,49.26112,-123.12836
Fairview,175.65116279069767,49.26847,-123.13823
Fairview,175.65116279069767,49.26017,-123.12838
Fairview,175.65116279069767,49.26156,-123.14305
Fairview,175.65116279069767,49.2583,-123.1182
Fairview,175.65116279069767,49.26263,-123.11627
Fairview,175.65116279069767,49.25826,-123.12146
Fairview,175.65116279069767,49.25976,-123.12793
Fairview,175.65116279069767,49.26142,-123.1404
Fairview,175.65116279069767,49.27066,-123.1412
Fairview,175.65116279069767,49.25997,-123.1276
Fairview,175.65116279069767,49.26002,-123.12768
Fairview,175.65116279069767,49.26831,-123.12697
Fairview,175.65116279069767,49.27045,-123.14534
Fairview,175.65116279069767,49.26559,-123.14014
Fairview,175.65116279069767,49.26146,-123.12623
Fairview,175.65116279069767,49.26553,-123.12651
Fairview,175.65116279069767,49.26846,-123.12937
Fairview,175.65116279069767,49.26434,-123.13303
Fairview,175.65116279069767,49.26737,-123.14052
Fairview,175.65116279069767,49.25809,-123.14494
Fairview,175.65116279069767,49.26181,-123.14399
Fairview,175.65116279069767,49.26344,-123.13135
Fairview,175.65116279069767,49.25897,-123.13424
Fairview,175.65116279069767,49.26361,-123.12692
Fairview,175.65116279069767,49.26163,-123.12808
Fairview,175.65116279069767,49.25999,-123.12701
Fairview,175.65116279069767,49.25972,-123.14269
Fairview,175.65116279069767,49.26153,-123.13439
Fairview,175.65116279069767,49.26107,-123.11587
Fairview,175.65116279069767,49.26338,-123.12269
Fairview,175.65116279069767,49.25974,-123.12675
Fairview,175.65116279069767,49.26672,-123.13075
Fairview,175.65116279069767,49.26,-123.11831
Fairview,175.65116279069767,49.26036,-123.13016
Fairview,175.65116279069767,49.25955,-123.12032
Fairview,175.65116279069767,49.26339,-123.12186
Fairview,175.65116279069767,49.26177,-123.12674
Fairview,175.65116279069767,49.26724,-123.1364
Fairview,175.65116279069767,49.25985,-123.12696
Fairview,175.65116279069767,49.25904,-123.12737
Fairview,175.65116279069767,49.26182,-123.12821
Fairview,175.65116279069767,49.26045,-123.12819
Fairview,175.65116279069767,49.26545,-123.14055
Fairview,175.65116279069767,49.25865,-123.12294
Fairview,175.65116279069767,49.2679,-123.14029
Fairview,175.65116279069767,49.26236,-123.14082
Fairview,175.65116279069767,49.25813,-123.12783
Fairview,175.65116279069767,49.26244,-123.14222
Fairview,175.65116279069767,49.26873899,-123.1456199
Fairview,175.65116279069767,49.26146,-123.12646
Fairview,175.65116279069767,49.26628,-123.13326
Fairview,175.65116279069767,49.26196,-123.12665
Fairview,175.65116279069767,49.25804,-123.12119
Fairview,175.65116279069767,49.27194,-123.14066
Fairview,175.65116279069767,49.26448,-123.12735
Fairview,175.65116279069767,49.25997,-123.12763
Fairview,175.65116279069767,49.25946,-123.13919
Fairview,175.65116279069767,49.26163,-123.12813
Fairview,175.65116279069767,49.26983,-123.11847
Fairview,175.65116279069767,49.2655,-123.14134
Fairview,175.65116279069767,49.26204,-123.12803
Fairview,175.65116279069767,49.26567,-123.13877
Fairview,175.65116279069767,49.25872,-123.12185
Fairview,175.65116279069767,49.258,-123.1234
Fairview,175.65116279069767,49.26024,-123.12837
Fairview,175.65116279069767,49.26568,-123.13873
Fairview,175.65116279069767,49.26696,-123.14075
Fairview,175.65116279069767,49.25985,-123.12793
Fairview,175.65116279069767,49.26663,-123.13379
Fairview,175.65116279069767,49.26016,-123.12614
Arbutus Ridge,227.3404255319149,49.25525,-123.1676
Arbutus Ridge,227.3404255319149,49.25685,-123.15653
Arbutus Ridge,227.3404255319149,49.23972,-123.15498
Arbutus Ridge,227.3404255319149,49.25644,-123.16395
Arbutus Ridge,227.3404255319149,49.23982,-123.16016
Arbutus Ridge,227.3404255319149,49.2482,-123.16587
Arbutus Ridge,227.3404255319149,49.25628,-123.17667
Arbutus Ridge,227.3404255319149,49.25147,-123.16079
Arbutus Ridge,227.3404255319149,49.2424,-123.16399
Arbutus Ridge,227.3404255319149,49.25023,-123.16585
Arbutus Ridge,227.3404255319149,49.25263,-123.16957
Arbutus Ridge,227.3404255319149,49.24123,-123.15481
Arbutus Ridge,227.3404255319149,49.24287,-123.1536
Arbutus Ridge,227.3404255319149,49.248,-123.1684
Arbutus Ridge,227.3404255319149,49.24566,-123.16614
Arbutus Ridge,227.3404255319149,49.254,-123.15372
Arbutus Ridge,227.3404255319149,49.25448,-123.15384
Arbutus Ridge,227.3404255319149,49.25602,-123.1761
Arbutus Ridge,227.3404255319149,49.25615,-123.16666
Arbutus Ridge,227.3404255319149,49.23968,-123.16762
Arbutus Ridge,227.3404255319149,49.24775,-123.16692
Arbutus Ridge,227.3404255319149,49.25578,-123.16912
Arbutus Ridge,227.3404255319149,49.25413,-123.1711
Arbutus Ridge,227.3404255319149,49.25753,-123.16495
Arbutus Ridge,227.3404255319149,49.2452,-123.16544
Arbutus Ridge,227.3404255319149,49.23532,-123.16411
Arbutus Ridge,227.3404255319149,49.24492,-123.16816
Arbutus Ridge,227.3404255319149,49.2529,-123.15543
Arbutus Ridge,227.3404255319149,49.24248,-123.16879
Arbutus Ridge,227.3404255319149,49.236,-123.16339
Arbutus Ridge,227.3404255319149,49.24804,-123.15723
Arbutus Ridge,227.3404255319149,49.24835,-123.16907
Arbutus Ridge,227.3404255319149,49.23764,-123.16006
Arbutus Ridge,227.3404255319149,49.23674,-123.16653
Arbutus Ridge,227.3404255319149,49.24687,-123.16086
Arbutus Ridge,227.3404255319149,49.24255,-123.15148
Arbutus Ridge,227.3404255319149,49.24692,-123.16597
Arbutus Ridge,227.3404255319149,49.23973,-123.16704
Arbutus Ridge,227.3404255319149,49.23956,-123.15643
Arbutus Ridge,227.3404255319149,49.23802,-123.16885
Arbutus Ridge,227.3404255319149,49.24882,-123.16693
Arbutus Ridge,227.3404255319149,49.25431,-123.15568
Arbutus Ridge,227.3404255319149,49.25626,-123.16381
Arbutus Ridge,227.3404255319149,49.23738,-123.1628
Arbutus Ridge,227.3404255319149,49.25461,-123.16567
Arbutus Ridge,227.3404255319149,49.25289,-123.15412
Arbutus Ridge,227.3404255319149,49.25407,-123.15593
Downtown Eastside,206.65686274509804,49.27863,-123.09925
Downtown Eastside,206.65686274509804,49.27917,-123.10087
Downtown Eastside,206.65686274509804,49.27686,-123.10103
Downtown Eastside,206.65686274509804,49.27732,-123.09895
Downtown Eastside,206.65686274509804,49.278,-123.07801
Downtown Eastside,206.65686274509804,49.283146,-123.103371
Downtown Eastside,206.65686274509804,49.28021,-123.10461
Downtown Eastside,206.65686274509804,49.28221,-123.08364
Downtown Eastside,206.65686274509804,49.28188,-123.10724
Downtown Eastside,206.65686274509804,49.28164,-123.11006
Downtown Eastside,206.65686274509804,49.28053,-123.10924
Downtown Eastside,206.65686274509804,49.28197,-123.10824
Downtown Eastside,206.65686274509804,49.28259,-123.10313
Downtown Eastside,206.65686274509804,49.28277,-123.10719
Downtown Eastside,206.65686274509804,49.2788,-123.07913
Downtown Eastside,206.65686274509804,49.27853,-123.09265
Downtown Eastside,206.65686274509804,49.28137,-123.10354
Downtown Eastside,206.65686274509804,49.2789,-123.08646
Downtown Eastside,206.65686274509804,49.28027,-123.1006
Downtown Eastside,206.65686274509804,49.27887,-123.07885
Downtown Eastside,206.65686274509804,49.28217796,-123.0839361
Downtown Eastside,206.65686274509804,49.27821,-123.07952
Downtown Eastside,206.65686274509804,49.28194,-123.08367
Downtown Eastside,206.65686274509804,49.28108,-123.08976
Downtown Eastside,206.65686274509804,49.28062,-123.10494
Downtown Eastside,206.65686274509804,49.27699,-123.09089
Downtown Eastside,206.65686274509804,49.27925,-123.08814
Downtown Eastside,206.65686274509804,49.28249,-123.10331
Downtown Eastside,206.65686274509804,49.28211,-123.10453
Downtown Eastside,206.65686274509804,49.28399,-123.10693
Downtown Eastside,206.65686274509804,49.28033,-123.1008
Downtown Eastside,206.65686274509804,49.28157,-123.10383
Downtown Eastside,206.65686274509804,49.28102,-123.10638
Downtown Eastside,206.65686274509804,49.28302,-123.10348
Downtown Eastside,206.65686274509804,49.27899,-123.08008
Downtown Eastside,206.65686274509804,49.28198,-123.1112
Downtown Eastside,206.65686274509804,49.27759,-123.08576
Downtown Eastside,206.65686274509804,49.28349,-123.10255
Downtown Eastside,206.65686274509804,49.27805,-123.0853
Downtown Eastside,206.65686274509804,49.27747,-123.09852
Downtown Eastside,206.65686274509804,49.28375,-123.10383
Downtown Eastside,206.65686274509804,49.2752,-123.09992
Downtown Eastside,206.65686274509804,49.27823,-123.08676
Downtown Eastside,206.65686274509804,49.27722,-123.08003
Downtown Eastside,206.65686274509804,49.27976,-123.08836
Downtown Eastside,206.65686274509804,49.27659,-123.08946
Downtown Eastside,206.65686274509804,49.28163,-123.10301
Downtown Eastside,206.65686274509804,49.28167,-123.10984
Downtown Eastside,206.65686274509804,49.28112,-123.10627
Downtown Eastside,206.65686274509804,49.28182,-123.10361
Downtown Eastside,206.65686274509804,49.27729,-123.08774
Downtown Eastside,206.65686274509804,49.27985,-123.08039
Downtown Eastside,206.65686274509804,49.27836,-123.08716
Downtown Eastside,206.65686274509804,49.2826,-123.10708
Downtown Eastside,206.65686274509804,49.28374,-123.10238
Downtown Eastside,206.65686274509804,49.28253,-123.0918
Downtown Eastside,206.65686274509804,49.27835,-123.07844
Downtown Eastside,206.65686274509804,49.276791,-123.091484
Downtown Eastside,206.65686274509804,49.28349,-123.10288
Downtown Eastside,206.65686274509804,49.28142,-123.10315
Downtown Eastside,206.65686274509804,49.28053,-123.0852
Downtown Eastside,206.65686274509804,49.27893,-123.0827
Downtown Eastside,206.65686274509804,49.28112,-123.10733
Downtown Eastside,206.65686274509804,49.28037,-123.10059
Downtown Eastside,206.65686274509804,49.27926,-123.08715
Downtown Eastside,206.65686274509804,49.2839,-123.10111
Downtown Eastside,206.65686274509804,49.27904,-123.09246
Downtown Eastside,206.65686274509804,49.28082,-123.10864
Downtown Eastside,206.65686274509804,49.28159,-123.10816
Downtown Eastside,206.65686274509804,49.28178,-123.10179
Downtown Eastside,206.65686274509804,49.28167,-123.08239
Downtown Eastside,206.65686274509804,49.2802,-123.10044
Downtown Eastside,206.65686274509804,49.2772,-123.07871
Downtown Eastside,206.65686274509804,49.28264,-123.10055
Downtown Eastside,206.65686274509804,49.28241,-123.10381
Downtown Eastside,206.65686274509804,49.2809,-123.10524
Downtown Eastside,206.65686274509804,49.28161,-123.10181
Downtown Eastside,206.65686274509804,49.27991,-123.1054
Downtown Eastside,206.65686274509804,49.28217,-123.08344
Downtown Eastside,206.65686274509804,49.27741,-123.08407
Downtown Eastside,206.65686274509804,49.28295,-123.10105
Downtown Eastside,206.65686274509804,49.28341,-123.1071
Downtown Eastside,206.65686274509804,49.28101,-123.10539
Downtown Eastside,206.65686274509804,49.28113,-123.10764
Downtown Eastside,206.65686274509804,49.27921,-123.08835
Downtown Eastside,206.65686274509804,49.27926,-123.09874
Downtown Eastside,206.65686274509804,49.28309,-123.11122
Downtown Eastside,206.65686274509804,49.28367579,-123.1115165
Downtown Eastside,206.65686274509804,49.2814,-123.10723
Downtown Eastside,206.65686274509804,49.28249,-123.10305
Downtown Eastside,206.65686274509804,49.28247,-123.10342
Downtown Eastside,206.65686274509804,49.28164,-123.10817
Downtown Eastside,206.65686274509804,49.28117,-123.09964
Downtown Eastside,206.65686274509804,49.27903,-123.10124
Downtown Eastside,206.65686274509804,49.28378,-123.10877
Downtown Eastside,206.65686274509804,49.28007,-123.10059
Downtown Eastside,206.65686274509804,49.27837,-123.09956
Downtown Eastside,206.65686274509804,49.2807,-123.10488
Downtown Eastside,206.65686274509804,49.27726,-123.09873
Downtown Eastside,206.65686274509804,49.2804,-123.08908
Downtown Eastside,206.65686274509804,49.27751,-123.09855
Downtown Eastside,206.65686274509804,49.27788,-123.09358
Downtown Eastside,206.65686274509804,49.27664,-123.09226
Downtown Eastside,206.65686274509804,49.28178,-123.10395
Downtown Eastside,206.65686274509804,49.28134,-123.08342
Downtown Eastside,206.65686274509804,49.28363,-123.10386
Downtown Eastside,206.65686274509804,49.28196,-123.10734
Downtown Eastside,206.65686274509804,49.27866,-123.08627
Downtown Eastside,206.65686274509804,49.27738,-123.10027
Downtown Eastside,206.65686274509804,49.28068,-123.10356
Downtown Eastside,206.65686274509804,49.28141,-123.10261
Downtown Eastside,206.65686274509804,49.27968,-123.10015
Downtown Eastside,206.65686274509804,49.2781,-123.08991
Downtown Eastside,206.65686274509804,49.280476,-123.098785
Downtown Eastside,206.65686274509804,49.27857,-123.0899
Downtown Eastside,206.65686274509804,49.28301,-123.09135
Downtown Eastside,206.65686274509804,49.28015,-123.08391
Downtown Eastside,206.65686274509804,49.28147,-123.10822
Downtown Eastside,206.65686274509804,49.28173,-123.10797
Downtown Eastside,206.65686274509804,49.276779,-123.091438
Downtown Eastside,206.65686274509804,49.28095,-123.10621
Downtown Eastside,206.65686274509804,49.28377,-123.1061
Downtown Eastside,206.65686274509804,49.2781,-123.09955
Downtown Eastside,206.65686274509804,49.28287,-123.09425
Downtown Eastside,206.65686274509804,49.28344,-123.10375
Downtown Eastside,206.65686274509804,49.27672,-123.10049
Downtown Eastside,206.65686274509804,49.28206,-123.08246
Downtown Eastside,206.65686274509804,49.28018,-123.09981
Downtown Eastside,206.65686274509804,49.28191,-123.10273
Downtown Eastside,206.65686274509804,49.28181,-123.10601
Downtown Eastside,206.65686274509804,49.27954,-123.0919
Downtown Eastside,206.65686274509804,49.28162,-123.10409
Downtown Eastside,206.65686274509804,49.27743402,-123.1002164
Downtown Eastside,206.65686274509804,49.28126,-123.10823
Downtown Eastside,206.65686274509804,49.27968,-123.10015
Downtown Eastside,206.65686274509804,49.28186,-123.10771
Downtown Eastside,206.65686274509804,49.28132,-123.10828
Downtown Eastside,206.65686274509804,49.28341,-123.10408
Downtown Eastside,206.65686274509804,49.2791,-123.09996
Downtown Eastside,206.65686274509804,49.27912,-123.10065
Downtown Eastside,206.65686274509804,49.27714,-123.09881
Downtown Eastside,206.65686274509804,49.2815,-123.08059
Downtown Eastside,206.65686274509804,49.28186,-123.10567
Downtown Eastside,206.65686274509804,49.28316,-123.08981
Downtown Eastside,206.65686274509804,49.282501,-123.103249
Downtown Eastside,206.65686274509804,49.27588,-123.09249
Downtown Eastside,206.65686274509804,49.28056,-123.09968
Downtown Eastside,206.65686274509804,49.27996,-123.11001
Downtown Eastside,206.65686274509804,49.28151,-123.10367
Downtown Eastside,206.65686274509804,49.28212,-123.08309
Downtown Eastside,206.65686274509804,49.27993,-123.10522
Downtown Eastside,206.65686274509804,49.28137,-123.09992
Downtown Eastside,206.65686274509804,49.27862,-123.09962
Downtown Eastside,206.65686274509804,49.27928,-123.07949
Downtown Eastside,206.65686274509804,49.28193,-123.08341
Downtown Eastside,206.65686274509804,49.27881,-123.09893
Downtown Eastside,206.65686274509804,49.27627,-123.10013
Downtown Eastside,206.65686274509804,49.28116,-123.08396
Downtown Eastside,206.65686274509804,49.28366,-123.10672
Downtown Eastside,206.65686274509804,49.28389,-123.10265
Downtown Eastside,206.65686274509804,49.28458,-123.10837
Downtown Eastside,206.65686274509804,49.28171,-123.10433
Downtown Eastside,206.65686274509804,49.27775,-123.08402
Downtown Eastside,206.65686274509804,49.28367796,-123.1022355
Downtown Eastside,206.65686274509804,49.27944,-123.09981
Downtown Eastside,206.65686274509804,49.28109,-123.10671
Downtown Eastside,206.65686274509804,49.27995,-123.10551
Downtown Eastside,206.65686274509804,49.27866,-123.09776
Downtown Eastside,206.65686274509804,49.28389,-123.0991
Downtown Eastside,206.65686274509804,49.27493,-123.09964
Downtown Eastside,206.65686274509804,49.28079,-123.09973
Downtown Eastside,206.65686274509804,49.28261,-123.1029
Downtown Eastside,206.65686274509804,49.2812,-123.10691
Downtown Eastside,206.65686274509804,49.2833,-123.10495
Downtown Eastside,206.65686274509804,49.28333,-123.11118
Downtown Eastside,206.65686274509804,49.28016,-123.08505
Downtown Eastside,206.65686274509804,49.27991,-123.10537
Downtown Eastside,206.65686274509804,49.2792,-123.09849
Downtown Eastside,206.65686274509804,49.27892,-123.07912
Downtown Eastside,206.65686274509804,49.27877,-123.0995
Downtown Eastside,206.65686274509804,49.28239,-123.10311
Downtown Eastside,206.65686274509804,49.28123,-123.08986
Downtown Eastside,206.65686274509804,49.27851,-123.09941
Downtown Eastside,206.65686274509804,49.27963,-123.09987
Downtown Eastside,206.65686274509804,49.27714,-123.09857
Downtown Eastside,206.65686274509804,49.28187,-123.10757
Downtown Eastside,206.65686274509804,49.28038,-123.10965
Downtown Eastside,206.65686274509804,49.27789,-123.09292
Downtown Eastside,206.65686274509804,49.28015,-123.10579
Downtown Eastside,206.65686274509804,49.28221,-123.10328
Downtown Eastside,206.65686274509804,49.28164,-123.09936
Downtown Eastside,206.65686274509804,49.28043,-123.10105
Downtown Eastside,206.65686274509804,49.28308,-123.09345
Downtown Eastside,206.65686274509804,49.27779,-123.08743
Downtown Eastside,206.65686274509804,49.281727,-123.104233
Downtown Eastside,206.65686274509804,49.28149,-123.09971
Downtown Eastside,206.65686274509804,49.27843,-123.09828
Downtown Eastside,206.65686274509804,49.28224,-123.08339
Downtown Eastside,206.65686274509804,49.27674,-123.10039
Downtown Eastside,206.65686274509804,49.282162,-123.103645
Downtown Eastside,206.65686274509804,49.279675,-123.100151
Downtown Eastside,206.65686274509804,49.28041,-123.10966
Downtown Eastside,206.65686274509804,49.28244,-123.08245
Downtown Eastside,206.65686274509804,49.27718991,-123.0989167
Hastings-Sunrise,161.7037037037037,49.28016,-123.05426
Hastings-Sunrise,161.7037037037037,49.27366,-123.01894
Hastings-Sunrise,161.7037037037037,49.29204,-123.04948
Hastings-Sunrise,161.7037037037037,49.27814,-123.04327
Hastings-Sunrise,161.7037037037037,49.27574,-123.03745
Hastings-Sunrise,161.7037037037037,49.28981,-123.04691
Hastings-Sunrise,161.7037037037037,49.28579,-123.02266
Hastings-Sunrise,161.7037037037037,49.26847,-123.01348
Hastings-Sunrise,161.7037037037037,49.27886,-123.02712
Hastings-Sunrise,161.7037037037037,49.2637,-123.03999
Hastings-Sunrise,161.7037037037037,49.27696,-123.05023
Hastings-Sunrise,161.7037037037037,49.26619,-123.02802
Hastings-Sunrise,161.7037037037037,49.26391,-123.03543
Hastings-Sunrise,161.7037037037037,49.2785,-123.05217
Hastings-Sunrise,161.7037037037037,49.26346,-123.0526
Hastings-Sunrise,161.7037037037037,49.27409,-123.04906
Hastings-Sunrise,161.7037037037037,49.28731,-123.04954
Hastings-Sunrise,161.7037037037037,49.2711,-123.03672
Hastings-Sunrise,161.7037037037037,49.27646,-123.04581
Hastings-Sunrise,161.7037037037037,49.27954,-123.00924
Hastings-Sunrise,161.7037037037037,49.29295168,-123.0485728
Hastings-Sunrise,161.7037037037037,49.2862,-123.02234
Hastings-Sunrise,161.7037037037037,49.28538,-123.01347
Hastings-Sunrise,161.7037037037037,49.28357,-123.05649
Hastings-Sunrise,161.7037037037037,49.26563,-123.04365
Hastings-Sunrise,161.7037037037037,49.27219,-123.01883
Hastings-Sunrise,161.7037037037037,49.275593,-123.037613
Hastings-Sunrise,161.7037037037037,49.27382,-123.01262
Hastings-Sunrise,161.7037037037037,49.26697,-123.04348
Hastings-Sunrise,161.7037037037037,49.27572,-123.04026
Hastings-Sunrise,161.7037037037037,49.27029,-123.04597
Hastings-Sunrise,161.7037037037037,49.28693,-123.01283
Hastings-Sunrise,161.7037037037037,49.28586,-123.05563
Hastings-Sunrise,161.7037037037037,49.26709,-123.04671
Hastings-Sunrise,161.7037037037037,49.29192,-123.04486
Hastings-Sunrise,161.7037037037037,49.27237,-123.0489
